exp_id,system,product_mix,automation_level,station_id,runtime_minutes,waiting_time_minutes,closed_time_minutes,total_simulation_time_minutes,factory_open_time_minutes,utilization_rate_running,utilization_rate_waiting,utilization_rate_closed
exp047,system_05,front,a04,ws-04_S1toS8,581,3619,5880,10080,4200,5.76,35.9,58.33
exp047,system_05,front,a04,ws-05_S1toS8,680,3520,5880,10080,4200,6.75,34.92,58.33
exp048,system_05,front,a06,ws-01_S1toS8,901,3299,5880,10080,4200,8.94,32.73,58.33
exp048,system_05,front,a06,ws-02_S1toS8,1155,3045,5880,10080,4200,11.46,30.21,58.33
exp048,system_05,front,a06,ws-03_S1toS8,1155,3045,5880,10080,4200,11.46,30.21,58.33
exp048,system_05,front,a06,ws-04_S1toS8,535,3665,5880,10080,4200,5.31,36.36,58.33
exp048,system_05,front,a06,ws-05_S1toS8,620,3580,5880,10080,4200,6.15,35.52,58.33
exp049,system_01,rear,a00,ws-03_S1toS4,1748,2452,5880,10080,4200,17.34,24.33,58.33
exp049,system_01,rear,a00,ws-04_S5S7,416,3784,5880,10080,4200,4.13,37.54,58.33
exp049,system_01,rear,a00,ws-05_S6S8,2466,1734,5880,10080,4200,24.46,17.2,58.33
exp050,system_01,rear,a02,ws-03_S1toS4,1376,2824,5880,10080,4200,13.65,28.02,58.33
exp050,system_01,rear,a02,ws-04_S5S7,416,3784,5880,10080,4200,4.13,37.54,58.33
exp050,system_01,rear,a02,ws-05_S6S8,2466,1734,5880,10080,4200,24.46,17.2,58.33
exp051,system_01,rear,a04,ws-03_S1toS4,1376,2824,5880,10080,4200,13.65,28.02,58.33
exp051,system_01,rear,a04,ws-04_S5S7,416,3784,5880,10080,4200,4.13,37.54,58.33
exp051,system_01,rear,a04,ws-05_S6S8,1660,2540,5880,10080,4200,16.47,25.2,58.33
exp052,system_01,rear,a06,ws-03_S1toS4,1376,2824,5880,10080,4200,13.65,28.02,58.33
exp052,system_01,rear,a06,ws-04_S5S7,260,3940,5880,10080,4200,2.58,39.09,58.33
exp052,system_01,rear,a06,ws-05_S6S8,1660,2540,5880,10080,4200,16.47,25.2,58.33
exp053,system_02,rear,a00,ws-01_S1toS8,1060,3140,5880,10080,4200,10.52,31.15,58.33
exp053,system_02,rear,a00,ws-02_S1toS8,1030,3170,5880,10080,4200,10.22,31.45,58.33
exp053,system_02,rear,a00,ws-03_S1toS8,1120,3080,5880,10080,4200,11.11,30.56,58.33
exp053,system_02,rear,a00,ws-04_S1toS8,1150,3050,5880,10080,4200,11.41,30.26,58.33
exp054,system_02,rear,a02,ws-01_S1toS8,980,3220,5880,10080,4200,9.72,31.94,58.33
exp054,system_02,rear,a02,ws-02_S1toS8,963,3237,5880,10080,4200,9.55,32.11,58.33
exp054,system_02,rear,a02,ws-03_S1toS8,1014,3186,5880,10080,4200,10.06,31.61,58.33
exp054,system_02,rear,a02,ws-04_S1toS8,1031,3169,5880,10080,4200,10.23,31.44,58.33
exp055,system_02,rear,a04,ws-01_S1toS8,862,3338,5880,10080,4200,8.55,33.12,58.33
exp055,system_02,rear,a04,ws-02_S1toS8,861,3339,5880,10080,4200,8.54,33.12,58.33
exp055,system_02,rear,a04,ws-03_S1toS8,864,3336,5880,10080,4200,8.57,33.1,58.33
exp055,system_02,rear,a04,ws-04_S1toS8,865,3335,5880,10080,4200,8.58,33.09,58.33
exp056,system_02,rear,a06,ws-01_S1toS8,815,3385,5880,10080,4200,8.09,33.58,58.33
exp056,system_02,rear,a06,ws-02_S1toS8,806,3394,5880,10080,4200,8.0,33.67,58.33
exp056,system_02,rear,a06,ws-03_S1toS8,833,3367,5880,10080,4200,8.26,33.4,58.33
exp056,system_02,rear,a06,ws-04_S1toS8,842,3358,5880,10080,4200,8.35,33.31,58.33
exp057,system_03,rear,a00,ws-01_S1S2,352,3848,5880,10080,4200,3.49,38.17,58.33
exp057,system_03,rear,a00,ws-02_S3S4,1396,2804,5880,10080,4200,13.85,27.82,58.33
exp057,system_03,rear,a00,ws-04_S7,416,3784,5880,10080,4200,4.13,37.54,58.33
exp057,system_03,rear,a00,ws-05_S6S8,2196,2004,5880,10080,4200,21.79,19.88,58.33
exp058,system_03,rear,a02,ws-01_S1S2,352,3848,5880,10080,4200,3.49,38.17,58.33
exp058,system_03,rear,a02,ws-02_S3S4,1024,3176,5880,10080,4200,10.16,31.51,58.33
exp058,system_03,rear,a02,ws-04_S7,416,3784,5880,10080,4200,4.13,37.54,58.33
exp058,system_03,rear,a02,ws-05_S6S8,2196,2004,5880,10080,4200,21.79,19.88,58.33
exp059,system_03,rear,a04,ws-01_S1S2,352,3848,5880,10080,4200,3.49,38.17,58.33
exp059,system_03,rear,a04,ws-02_S3S4,1024,3176,5880,10080,4200,10.16,31.51,58.33
exp059,system_03,rear,a04,ws-04_S7,416,3784,5880,10080,4200,4.13,37.54,58.33
exp059,system_03,rear,a04,ws-05_S6S8,1660,2540,5880,10080,4200,16.47,25.2,58.33
exp060,system_03,rear,a06,ws-01_S1S2,352,3848,5880,10080,4200,3.49,38.17,58.33
exp060,system_03,rear,a06,ws-02_S3S4,1024,3176,5880,10080,4200,10.16,31.51,58.33
exp060,system_03,rear,a06,ws-04_S7,260,3940,5880,10080,4200,2.58,39.09,58.33
exp060,system_03,rear,a06,ws-05_S6S8,1660,2540,5880,10080,4200,16.47,25.2,58.33
exp061,system_05,rear,a00,ws-01_S1toS8,1030,3170,5880,10080,4200,10.22,31.45,58.33
exp061,system_05,rear,a00,ws-02_S1toS8,1030,3170,5880,10080,4200,10.22,31.45,58.33
exp061,system_05,rear,a00,ws-03_S1toS8,1211,2989,5880,10080,4200,12.01,29.65,58.33
exp061,system_05,rear,a00,ws-04_S1toS8,530,3670,5880,10080,4200,5.26,36.41,58.33
exp061,system_05,rear,a00,ws-05_S1toS8,560,3640,5880,10080,4200,5.56,36.11,58.33
exp062,system_05,rear,a02,ws-01_S1toS8,963,3237,5880,10080,4200,9.55,32.11,58.33
exp062,system_05,rear,a02,ws-02_S1toS8,963,3237,5880,10080,4200,9.55,32.11,58.33
exp062,system_05,rear,a02,ws-03_S1toS8,1066,3134,5880,10080,4200,10.58,31.09,58.33
exp062,system_05,rear,a02,ws-04_S1toS8,490,3710,5880,10080,4200,4.86,36.81,58.33
exp062,system_05,rear,a02,ws-05_S1toS8,507,3693,5880,10080,4200,5.03,36.64,58.33
exp063,system_05,rear,a04,ws-01_S1toS8,861,3339,5880,10080,4200,8.54,33.12,58.33
exp063,system_05,rear,a04,ws-02_S1toS8,861,3339,5880,10080,4200,8.54,33.12,58.33
exp063,system_05,rear,a04,ws-03_S1toS8,868,3332,5880,10080,4200,8.61,33.06,58.33
exp063,system_05,rear,a04,ws-04_S1toS8,431,3769,5880,10080,4200,4.28,37.39,58.33
exp063,system_05,rear,a04,ws-05_S1toS8,432,3768,5880,10080,4200,4.29,37.38,58.33
exp064,system_05,rear,a06,ws-01_S1toS8,806,3394,5880,10080,4200,8.0,33.67,58.33
exp064,system_05,rear,a06,ws-02_S1toS8,806,3394,5880,10080,4200,8.0,33.67,58.33
exp064,system_05,rear,a06,ws-03_S1toS8,860,3340,5880,10080,4200,8.53,33.13,58.33
exp064,system_05,rear,a06,ws-04_S1toS8,408,3792,5880,10080,4200,4.05,37.62,58.33
exp064,system_05,rear,a06,ws-05_S1toS8,416,3784,5880,10080,4200,4.13,37.54,58.33
exp065,system_01,mixed,a00,ws-03_S1toS4,2192,2008,5880,10080,4200,21.75,19.92,58.33
exp065,system_01,mixed,a00,ws-04_S5S7,208,3992,5880,10080,4200,2.06,39.6,58.33
exp065,system_01,mixed,a00,ws-05_S6S8,1752,2448,5880,10080,4200,17.38,24.29,58.33
exp066,system_01,mixed,a02,ws-03_S1toS4,1690,2510,5880,10080,4200,16.77,24.9,58.33
exp066,system_01,mixed,a02,ws-04_S5S7,208,3992,5880,10080,4200,2.06,39.6,58.33
exp066,system_01,mixed,a02,ws-05_S6S8,1482,2718,5880,10080,4200,14.7,26.96,58.33
exp067,system_01,mixed,a04,ws-03_S1toS4,1690,2510,5880,10080,4200,16.77,24.9,58.33
exp067,system_01,mixed,a04,ws-04_S5S7,208,3992,5880,10080,4200,2.06,39.6,58.33
exp067,system_01,mixed,a04,ws-05_S6S8,1106,3094,5880,10080,4200,10.97,30.69,58.33
exp068,system_01,mixed,a06,ws-03_S1toS4,1690,2510,5880,10080,4200,16.77,24.9,58.33
exp068,system_01,mixed,a06,ws-04_S5S7,130,4070,5880,10080,4200,1.29,40.38,58.33
exp068,system_01,mixed,a06,ws-05_S6S8,1106,3094,5880,10080,4200,10.97,30.69,58.33
exp069,system_02,mixed,a00,ws-01_S1toS8,1046,3154,5880,10080,4200,10.38,31.29,58.33
exp069,system_02,mixed,a00,ws-02_S1toS8,921,3279,5880,10080,4200,9.14,32.53,58.33
exp069,system_02,mixed,a00,ws-03_S1toS8,994,3206,5880,10080,4200,9.86,31.81,58.33
exp069,system_02,mixed,a00,ws-04_S1toS8,921,3279,5880,10080,4200,9.14,32.53,58.33
exp070,system_02,mixed,a02,ws-01_S1toS8,927,3273,5880,10080,4200,9.2,32.47,58.33
exp070,system_02,mixed,a02,ws-02_S1toS8,789,3411,5880,10080,4200,7.83,33.84,58.33
exp070,system_02,mixed,a02,ws-03_S1toS8,875,3325,5880,10080,4200,8.68,32.99,58.33
exp070,system_02,mixed,a02,ws-04_S1toS8,789,3411,5880,10080,4200,7.83,33.84,58.33
exp071,system_02,mixed,a04,ws-01_S1toS8,804,3396,5880,10080,4200,7.98,33.69,58.33
exp071,system_02,mixed,a04,ws-02_S1toS8,714,3486,5880,10080,4200,7.08,34.58,58.33
exp071,system_02,mixed,a04,ws-03_S1toS8,774,3426,5880,10080,4200,7.68,33.99,58.33
exp071,system_02,mixed,a04,ws-04_S1toS8,714,3486,5880,10080,4200,7.08,34.58,58.33
exp072,system_02,mixed,a06,ws-01_S1toS8,781,3419,5880,10080,4200,7.75,33.92,58.33
exp072,system_02,mixed,a06,ws-02_S1toS8,698,3502,5880,10080,4200,6.92,34.74,58.33
exp072,system_02,mixed,a06,ws-03_S1toS8,750,3450,5880,10080,4200,7.44,34.23,58.33
exp072,system_02,mixed,a06,ws-04_S1toS8,698,3502,5880,10080,4200,6.92,34.74,58.33
exp073,system_03,mixed,a00,ws-01_S1S2,545,3655,5880,10080,4200,5.41,36.26,58.33
exp073,system_03,mixed,a00,ws-02_S3S4,1648,2552,5880,10080,4200,16.35,25.32,58.33
exp073,system_03,mixed,a00,ws-04_S7,208,3992,5880,10080,4200,2.06,39.6,58.33
exp073,system_03,mixed,a00,ws-05_S6S8,1482,2718,5880,10080,4200,14.7,26.96,58.33
exp074,system_03,mixed,a02,ws-01_S1S2,545,3655,5880,10080,4200,5.41,36.26,58.33
exp074,system_03,mixed,a02,ws-02_S3S4,1146,3054,5880,10080,4200,11.37,30.3,58.33
exp074,system_03,mixed,a02,ws-04_S7,208,3992,5880,10080,4200,2.06,39.6,58.33
exp074,system_03,mixed,a02,ws-05_S6S8,1482,2718,5880,10080,4200,14.7,26.96,58.33
exp075,system_03,mixed,a04,ws-01_S1S2,545,3655,5880,10080,4200,5.41,36.26,58.33
exp075,system_03,mixed,a04,ws-02_S3S4,1146,3054,5880,10080,4200,11.37,30.3,58.33
exp075,system_03,mixed,a04,ws-04_S7,208,3992,5880,10080,4200,2.06,39.6,58.33
exp075,system_03,mixed,a04,ws-05_S6S8,1106,3094,5880,10080,4200,10.97,30.69,58.33
exp076,system_03,mixed,a06,ws-01_S1S2,545,3655,5880,10080,4200,5.41,36.26,58.33
exp076,system_03,mixed,a06,ws-02_S3S4,1146,3054,5880,10080,4200,11.37,30.3,58.33
exp076,system_03,mixed,a06,ws-04_S7,130,4070,5880,10080,4200,1.29,40.38,58.33
exp076,system_03,mixed,a06,ws-05_S6S8,1106,3094,5880,10080,4200,10.97,30.69,58.33
exp077,system_05,mixed,a00,ws-01_S1toS8,1003,3197,5880,10080,4200,9.95,31.72,58.33
exp077,system_05,mixed,a00,ws-02_S1toS8,934,3266,5880,10080,4200,9.27,32.4,58.33
exp077,system_05,mixed,a00,ws-03_S1toS8,981,3219,5880,10080,4200,9.73,31.93,58.33
exp077,system_05,mixed,a00,ws-04_S1toS8,456,3744,5880,10080,4200,4.52,37.14,58.33
exp077,system_05,mixed,a00,ws-05_S1toS8,508,3692,5880,10080,4200,5.04,36.63,58.33
exp078,system_05,mixed,a02,ws-01_S1toS8,858,3342,5880,10080,4200,8.51,33.15,58.33
exp078,system_05,mixed,a02,ws-02_S1toS8,841,3359,5880,10080,4200,8.34,33.32,58.33
exp078,system_05,mixed,a02,ws-03_S1toS8,823,3377,5880,10080,4200,8.16,33.5,58.33
exp078,system_05,mixed,a02,ws-04_S1toS8,403,3797,5880,10080,4200,4.0,37.67,58.33
exp078,system_05,mixed,a02,ws-05_S1toS8,455,3745,5880,10080,4200,4.51,37.15,58.33
exp079,system_05,mixed,a04,ws-01_S1toS8,745,3455,5880,10080,4200,7.39,34.28,58.33
exp079,system_05,mixed,a04,ws-02_S1toS8,771,3429,5880,10080,4200,7.65,34.02,58.33
exp079,system_05,mixed,a04,ws-03_S1toS8,716,3484,5880,10080,4200,7.1,34.56,58.33
exp079,system_05,mixed,a04,ws-04_S1toS8,371,3829,5880,10080,4200,3.68,37.99,58.33
exp079,system_05,mixed,a04,ws-05_S1toS8,402,3798,5880,10080,4200,3.99,37.68,58.33
exp080,system_05,mixed,a06,ws-01_S1toS8,738,3462,5880,10080,4200,7.32,34.35,58.33
exp080,system_05,mixed,a06,ws-02_S1toS8,732,3468,5880,10080,4200,7.26,34.4,58.33
exp080,system_05,mixed,a06,ws-03_S1toS8,716,3484,5880,10080,4200,7.1,34.56,58.33
exp080,system_05,mixed,a06,ws-04_S1toS8,355,3845,5880,10080,4200,3.52,38.14,58.33
exp080,system_05,mixed,a06,ws-05_S1toS8,386,3814,5880,10080,4200,3.83,37.84,58.33
exp081,system_01,sa_rd,a00,ws-03_S1toS4,2068,2132,5880,10080,4200,20.52,21.15,58.33
exp081,system_01,sa_rd,a00,ws-04_S5S7,326,3874,5880,10080,4200,3.23,38.43,58.33
exp081,system_01,sa_rd,a00,ws-05_S6S8,2353,1847,5880,10080,4200,23.34,18.32,58.33
exp082,system_01,sa_rd,a02,ws-03_S1toS4,1566,2634,5880,10080,4200,15.54,26.13,58.33
exp082,system_01,sa_rd,a02,ws-04_S5S7,326,3874,5880,10080,4200,3.23,38.43,58.33
exp082,system_01,sa_rd,a02,ws-05_S6S8,2353,1847,5880,10080,4200,23.34,18.32,58.33
exp083,system_01,sa_rd,a04,ws-03_S1toS4,1566,2634,5880,10080,4200,15.54,26.13,58.33
exp083,system_01,sa_rd,a04,ws-04_S5S7,326,3874,5880,10080,4200,3.23,38.43,58.33
exp083,system_01,sa_rd,a04,ws-05_S6S8,1764,2436,5880,10080,4200,17.5,24.17,58.33
exp084,system_01,sa_rd,a06,ws-03_S1toS4,1566,2634,5880,10080,4200,15.54,26.13,58.33
exp084,system_01,sa_rd,a06,ws-04_S5S7,212,3988,5880,10080,4200,2.1,39.56,58.33
exp084,system_01,sa_rd,a06,ws-05_S6S8,1725,2475,5880,10080,4200,17.11,24.55,58.33
exp085,system_02,sa_rd,a00,ws-01_S1toS8,1168,3032,5880,10080,4200,11.59,30.08,58.33
exp085,system_02,sa_rd,a00,ws-02_S1toS8,1267,2933,5880,10080,4200,12.57,29.1,58.33
exp085,system_02,sa_rd,a00,ws-03_S1toS8,1245,2955,5880,10080,4200,12.35,29.32,58.33
exp085,system_02,sa_rd,a00,ws-04_S1toS8,1068,3132,5880,10080,4200,10.6,31.07,58.33
exp086,system_02,sa_rd,a02,ws-01_S1toS8,1048,3152,5880,10080,4200,10.4,31.27,58.33
exp086,system_02,sa_rd,a02,ws-02_S1toS8,1135,3065,5880,10080,4200,11.26,30.41,58.33
exp086,system_02,sa_rd,a02,ws-03_S1toS8,1100,3100,5880,10080,4200,10.91,30.75,58.33
exp086,system_02,sa_rd,a02,ws-04_S1toS8,962,3238,5880,10080,4200,9.54,32.12,58.33
exp087,system_02,sa_rd,a04,ws-01_S1toS8,904,3296,5880,10080,4200,8.97,32.7,58.33
exp087,system_02,sa_rd,a04,ws-02_S1toS8,974,3226,5880,10080,4200,9.66,32.0,58.33
exp087,system_02,sa_rd,a04,ws-03_S1toS8,945,3255,5880,10080,4200,9.38,32.29,58.33
exp087,system_02,sa_rd,a04,ws-04_S1toS8,834,3366,5880,10080,4200,8.27,33.39,58.33
exp088,system_02,sa_rd,a06,ws-01_S1toS8,865,3335,5880,10080,4200,8.58,33.09,58.33
exp088,system_02,sa_rd,a06,ws-02_S1toS8,928,3272,5880,10080,4200,9.21,32.46,58.33
exp088,system_02,sa_rd,a06,ws-03_S1toS8,907,3293,5880,10080,4200,9.0,32.67,58.33
exp088,system_02,sa_rd,a06,ws-04_S1toS8,802,3398,5880,10080,4200,7.96,33.71,58.33
exp089,system_03,sa_rd,a00,ws-01_S1S2,422,3778,5880,10080,4200,4.19,37.48,58.33
exp089,system_03,sa_rd,a00,ws-02_S3S4,1646,2554,5880,10080,4200,16.33,25.34,58.33
exp089,system_03,sa_rd,a00,ws-03_S5,118,4082,5880,10080,4200,1.17,40.5,58.33
exp089,system_03,sa_rd,a00,ws-04_S7,312,3888,5880,10080,4200,3.1,38.57,58.33
exp089,system_03,sa_rd,a00,ws-05_S6S8,2249,1951,5880,10080,4200,22.31,19.36,58.33
exp090,system_03,sa_rd,a02,ws-01_S1S2,422,3778,5880,10080,4200,4.19,37.48,58.33
exp090,system_03,sa_rd,a02,ws-02_S3S4,1144,3056,5880,10080,4200,11.35,30.32,58.33
exp090,system_03,sa_rd,a02,ws-03_S5,118,4082,5880,10080,4200,1.17,40.5,58.33
exp090,system_03,sa_rd,a02,ws-04_S7,312,3888,5880,10080,4200,3.1,38.57,58.33
exp090,system_03,sa_rd,a02,ws-05_S6S8,2249,1951,5880,10080,4200,22.31,19.36,58.33
exp091,system_03,sa_rd,a04,ws-01_S1S2,422,3778,5880,10080,4200,4.19,37.48,58.33
exp091,system_03,sa_rd,a04,ws-02_S3S4,1144,3056,5880,10080,4200,11.35,30.32,58.33
exp091,system_03,sa_rd,a04,ws-03_S5,118,4082,5880,10080,4200,1.17,40.5,58.33
exp091,system_03,sa_rd,a04,ws-04_S7,312,3888,5880,10080,4200,3.1,38.57,58.33
exp091,system_03,sa_rd,a04,ws-05_S6S8,1660,2540,5880,10080,4200,16.47,25.2,58.33
exp092,system_03,sa_rd,a06,ws-01_S1S2,422,3778,5880,10080,4200,4.19,37.48,58.33
exp092,system_03,sa_rd,a06,ws-02_S3S4,1144,3056,5880,10080,4200,11.35,30.32,58.33
exp092,system_03,sa_rd,a06,ws-03_S5,82,4118,5880,10080,4200,0.81,40.85,58.33
exp092,system_03,sa_rd,a06,ws-04_S7,195,4005,5880,10080,4200,1.93,39.73,58.33
exp092,system_03,sa_rd,a06,ws-05_S6S8,1660,2540,5880,10080,4200,16.47,25.2,58.33
exp093,system_05,sa_rd,a00,ws-01_S1toS8,1129,3071,5880,10080,4200,11.2,30.47,58.33
exp093,system_05,sa_rd,a00,ws-02_S1toS8,1284,2916,5880,10080,4200,12.74,28.93,58.33
exp093,system_05,sa_rd,a00,ws-03_S1toS8,1168,3032,5880,10080,4200,11.59,30.08,58.33
exp093,system_05,sa_rd,a00,ws-04_S1toS8,538,3662,5880,10080,4200,5.34,36.33,58.33
exp093,system_05,sa_rd,a00,ws-05_S1toS8,629,3571,5880,10080,4200,6.24,35.43,58.33
exp094,system_05,sa_rd,a02,ws-01_S1toS8,997,3203,5880,10080,4200,9.89,31.78,58.33
exp094,system_05,sa_rd,a02,ws-02_S1toS8,1152,3048,5880,10080,4200,11.43,30.24,58.33
exp094,system_05,sa_rd,a02,ws-03_S1toS8,1048,3152,5880,10080,4200,10.4,31.27,58.33
exp094,system_05,sa_rd,a02,ws-04_S1toS8,472,3728,5880,10080,4200,4.68,36.98,58.33
exp094,system_05,sa_rd,a02,ws-05_S1toS8,576,3624,5880,10080,4200,5.71,35.95,58.33
exp095,system_05,sa_rd,a04,ws-01_S1toS8,836,3364,5880,10080,4200,8.29,33.37,58.33
exp095,system_05,sa_rd,a04,ws-02_S1toS8,1013,3187,5880,10080,4200,10.05,31.62,58.33
exp095,system_05,sa_rd,a04,ws-03_S1toS8,904,3296,5880,10080,4200,8.97,32.7,58.33
exp095,system_05,sa_rd,a04,ws-04_S1toS8,403,3797,5880,10080,4200,4.0,37.67,58.33
exp095,system_05,sa_rd,a04,ws-05_S1toS8,501,3699,5880,10080,4200,4.97,36.7,58.33
exp096,system_05,sa_rd,a06,ws-01_S1toS8,820,3380,5880,10080,4200,8.13,33.53,58.33
exp096,system_05,sa_rd,a06,ws-02_S1toS8,952,3248,5880,10080,4200,9.44,32.22,58.33
exp096,system_05,sa_rd,a06,ws-03_S1toS8,865,3335,5880,10080,4200,8.58,33.09,58.33
exp096,system_05,sa_rd,a06,ws-04_S1toS8,395,3805,5880,10080,4200,3.92,37.75,58.33
exp096,system_05,sa_rd,a06,ws-05_S1toS8,470,3730,5880,10080,4200,4.66,37.0,58.33
