group_id,group_name,group_level,dataframe,indicator_id,mean,std,min,max,n_observations,n_experiments,system,product_mix,automation_degree,division_type,num_stations,system_type,automation_level,mean_normalized
G12,System_Type_x_Automation_x_Stations,line_a00_3,df_process,IND01,0.1,0.12,0.0,2.43,2583.0,6,,,,,3.0,line,a00,1.0
G12,System_Type_x_Automation_x_Stations,line_a00_3,df_resource,IND02,43.08,24.9,4.95,85.43,18.0,6,,,,,3.0,line,a00,0.73
G12,System_Type_x_Automation_x_Stations,line_a00_3,df_process,IND03,13.87,15.92,0.11,320.98,2583.0,6,,,,,3.0,line,a00,1.0
G12,System_Type_x_Automation_x_Stations,line_a00_3,df_product,IND04,961.81,906.95,159.0,4735.0,240.0,6,,,,,3.0,line,a00,0.22
G12,System_Type_x_Automation_x_Stations,line_a00_3,df_process,IND05,1981.32,1652.28,0.0,9565.0,2583.0,6,,,,,3.0,line,a00,0.49
G12,System_Type_x_Automation_x_Stations,line_a00_3,df_process,IND06,74.08,86.39,0.0,336.0,2583.0,6,,,,,3.0,line,a00,0.54
G12,System_Type_x_Automation_x_Stations,line_a00_5,df_process,IND01,0.1,0.12,0.0,3.93,2608.0,6,,,,,5.0,line,a00,0.93
G12,System_Type_x_Automation_x_Stations,line_a00_5,df_resource,IND02,27.36,19.64,2.81,79.52,28.0,6,,,,,5.0,line,a00,0.31
G12,System_Type_x_Automation_x_Stations,line_a00_5,df_process,IND03,13.57,15.78,0.11,518.87,2608.0,6,,,,,5.0,line,a00,0.93
G12,System_Type_x_Automation_x_Stations,line_a00_5,df_product,IND04,968.58,1240.16,189.0,6004.0,240.0,6,,,,,5.0,line,a00,0.22
G12,System_Type_x_Automation_x_Stations,line_a00_5,df_process,IND05,1978.56,1654.25,0.0,9565.0,2608.0,6,,,,,5.0,line,a00,0.47
G12,System_Type_x_Automation_x_Stations,line_a00_5,df_process,IND06,74.02,86.46,0.0,336.0,2608.0,6,,,,,5.0,line,a00,0.53
G12,System_Type_x_Automation_x_Stations,line_a02_3,df_process,IND01,0.09,0.11,0.0,2.43,2584.0,6,,,,,3.0,line,a02,0.66
G12,System_Type_x_Automation_x_Stations,line_a02_3,df_resource,IND02,38.14,22.99,4.95,85.95,18.0,6,,,,,3.0,line,a02,0.6
G12,System_Type_x_Automation_x_Stations,line_a02_3,df_process,IND03,12.28,14.27,0.11,320.98,2584.0,6,,,,,3.0,line,a02,0.64
G12,System_Type_x_Automation_x_Stations,line_a02_3,df_product,IND04,836.18,890.71,144.0,4717.0,240.0,6,,,,,3.0,line,a02,0.18
G12,System_Type_x_Automation_x_Stations,line_a02_3,df_process,IND05,1980.7,1652.26,0.0,9565.0,2584.0,6,,,,,3.0,line,a02,0.48
G12,System_Type_x_Automation_x_Stations,line_a02_3,df_process,IND06,74.06,86.38,0.0,336.0,2584.0,6,,,,,3.0,line,a02,0.54
G12,System_Type_x_Automation_x_Stations,line_a02_5,df_process,IND01,0.09,0.13,0.0,3.93,2583.0,6,,,,,5.0,line,a02,0.67
G12,System_Type_x_Automation_x_Stations,line_a02_5,df_resource,IND02,24.68,17.71,2.81,72.83,28.0,6,,,,,5.0,line,a02,0.24
G12,System_Type_x_Automation_x_Stations,line_a02_5,df_process,IND03,12.36,17.23,0.11,518.98,2583.0,6,,,,,5.0,line,a02,0.66
G12,System_Type_x_Automation_x_Stations,line_a02_5,df_product,IND04,1141.46,1604.6,169.0,7404.0,240.0,6,,,,,5.0,line,a02,0.27
G12,System_Type_x_Automation_x_Stations,line_a02_5,df_process,IND05,1989.01,1658.81,0.0,9565.0,2583.0,6,,,,,5.0,line,a02,0.52
G12,System_Type_x_Automation_x_Stations,line_a02_5,df_process,IND06,74.46,86.7,0.0,336.0,2583.0,6,,,,,5.0,line,a02,0.57
G12,System_Type_x_Automation_x_Stations,line_a04_3,df_process,IND01,0.08,0.09,0.0,2.37,2625.0,6,,,,,3.0,line,a04,0.33
G12,System_Type_x_Automation_x_Stations,line_a04_3,df_resource,IND02,33.95,19.58,4.95,78.98,18.0,6,,,,,3.0,line,a04,0.48
G12,System_Type_x_Automation_x_Stations,line_a04_3,df_process,IND03,10.76,11.22,0.11,312.18,2625.0,6,,,,,3.0,line,a04,0.31
G12,System_Type_x_Automation_x_Stations,line_a04_3,df_product,IND04,641.12,598.28,144.0,3307.0,240.0,6,,,,,3.0,line,a04,0.12
G12,System_Type_x_Automation_x_Stations,line_a04_3,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,3.0,line,a04,0.44
G12,System_Type_x_Automation_x_Stations,line_a04_3,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,3.0,line,a04,0.51
G12,System_Type_x_Automation_x_Stations,line_a04_5,df_process,IND01,0.08,0.09,0.0,3.87,2622.0,6,,,,,5.0,line,a04,0.31
G12,System_Type_x_Automation_x_Stations,line_a04_5,df_resource,IND02,21.57,13.33,2.81,62.81,28.0,6,,,,,5.0,line,a04,0.16
G12,System_Type_x_Automation_x_Stations,line_a04_5,df_process,IND03,10.64,11.61,0.11,510.18,2622.0,6,,,,,5.0,line,a04,0.28
G12,System_Type_x_Automation_x_Stations,line_a04_5,df_product,IND04,868.52,1165.48,167.0,5896.0,240.0,6,,,,,5.0,line,a04,0.19
G12,System_Type_x_Automation_x_Stations,line_a04_5,df_process,IND05,1972.79,1651.71,0.0,9565.0,2622.0,6,,,,,5.0,line,a04,0.44
G12,System_Type_x_Automation_x_Stations,line_a04_5,df_process,IND06,73.8,86.33,0.0,336.0,2622.0,6,,,,,5.0,line,a04,0.51
G12,System_Type_x_Automation_x_Stations,line_a06_3,df_process,IND01,0.08,0.07,0.0,2.37,2625.0,6,,,,,3.0,line,a06,0.16
G12,System_Type_x_Automation_x_Stations,line_a06_3,df_resource,IND02,31.6,19.92,3.1,71.5,18.0,6,,,,,3.0,line,a06,0.42
G12,System_Type_x_Automation_x_Stations,line_a06_3,df_process,IND03,10.01,9.76,0.11,312.18,2625.0,6,,,,,3.0,line,a06,0.14
G12,System_Type_x_Automation_x_Stations,line_a06_3,df_product,IND04,548.22,448.34,144.0,2980.0,240.0,6,,,,,3.0,line,a06,0.09
G12,System_Type_x_Automation_x_Stations,line_a06_3,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,3.0,line,a06,0.44
G12,System_Type_x_Automation_x_Stations,line_a06_3,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,3.0,line,a06,0.51
G12,System_Type_x_Automation_x_Stations,line_a06_5,df_process,IND01,0.08,0.08,0.0,3.87,2620.0,6,,,,,5.0,line,a06,0.15
G12,System_Type_x_Automation_x_Stations,line_a06_5,df_resource,IND02,20.2,14.23,1.95,62.48,28.0,6,,,,,5.0,line,a06,0.12
G12,System_Type_x_Automation_x_Stations,line_a06_5,df_process,IND03,9.97,11.05,0.11,510.18,2620.0,6,,,,,5.0,line,a06,0.13
G12,System_Type_x_Automation_x_Stations,line_a06_5,df_product,IND04,901.83,1254.69,167.0,5928.0,240.0,6,,,,,5.0,line,a06,0.2
G12,System_Type_x_Automation_x_Stations,line_a06_5,df_process,IND05,1973.62,1652.07,0.0,9565.0,2620.0,6,,,,,5.0,line,a06,0.45
G12,System_Type_x_Automation_x_Stations,line_a06_5,df_process,IND06,73.82,86.35,0.0,336.0,2620.0,6,,,,,5.0,line,a06,0.52
G12,System_Type_x_Automation_x_Stations,workshop_a00_4,df_process,IND01,0.1,0.06,0.0,0.2,2625.0,6,,,,,4.0,workshop,a00,0.84
G12,System_Type_x_Automation_x_Stations,workshop_a00_4,df_resource,IND02,31.21,8.08,21.93,46.0,24.0,6,,,,,4.0,workshop,a00,0.41
G12,System_Type_x_Automation_x_Stations,workshop_a00_4,df_process,IND03,13.18,7.44,0.11,25.85,2625.0,6,,,,,4.0,workshop,a00,0.85
G12,System_Type_x_Automation_x_Stations,workshop_a00_4,df_product,IND04,324.73,98.43,162.0,557.0,240.0,6,,,,,4.0,workshop,a00,0.02
G12,System_Type_x_Automation_x_Stations,workshop_a00_4,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,4.0,workshop,a00,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a00_4,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,4.0,workshop,a00,0.51
G12,System_Type_x_Automation_x_Stations,workshop_a00_5,df_process,IND01,0.1,0.06,0.0,0.2,2625.0,6,,,,,5.0,workshop,a00,0.84
G12,System_Type_x_Automation_x_Stations,workshop_a00_5,df_resource,IND02,24.97,10.28,10.86,46.0,30.0,6,,,,,5.0,workshop,a00,0.25
G12,System_Type_x_Automation_x_Stations,workshop_a00_5,df_process,IND03,13.18,7.44,0.11,25.85,2625.0,6,,,,,5.0,workshop,a00,0.85
G12,System_Type_x_Automation_x_Stations,workshop_a00_5,df_product,IND04,324.06,98.28,162.0,549.0,240.0,6,,,,,5.0,workshop,a00,0.02
G12,System_Type_x_Automation_x_Stations,workshop_a00_5,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,5.0,workshop,a00,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a00_5,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,5.0,workshop,a00,0.51
G12,System_Type_x_Automation_x_Stations,workshop_a02_4,df_process,IND01,0.09,0.06,0.0,0.2,2625.0,6,,,,,4.0,workshop,a02,0.56
G12,System_Type_x_Automation_x_Stations,workshop_a02_4,df_resource,IND02,28.1,7.68,18.79,42.24,24.0,6,,,,,4.0,workshop,a02,0.33
G12,System_Type_x_Automation_x_Stations,workshop_a02_4,df_process,IND03,11.87,7.8,0.11,25.85,2625.0,6,,,,,4.0,workshop,a02,0.55
G12,System_Type_x_Automation_x_Stations,workshop_a02_4,df_product,IND04,317.76,98.73,147.0,574.0,240.0,6,,,,,4.0,workshop,a02,0.02
G12,System_Type_x_Automation_x_Stations,workshop_a02_4,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,4.0,workshop,a02,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a02_4,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,4.0,workshop,a02,0.51
G12,System_Type_x_Automation_x_Stations,workshop_a02_5,df_process,IND01,0.09,0.06,0.0,0.2,2625.0,6,,,,,5.0,workshop,a02,0.56
G12,System_Type_x_Automation_x_Stations,workshop_a02_5,df_resource,IND02,22.48,9.45,9.6,42.24,30.0,6,,,,,5.0,workshop,a02,0.18
G12,System_Type_x_Automation_x_Stations,workshop_a02_5,df_process,IND03,11.87,7.8,0.11,25.85,2625.0,6,,,,,5.0,workshop,a02,0.55
G12,System_Type_x_Automation_x_Stations,workshop_a02_5,df_product,IND04,315.08,96.31,144.0,537.0,240.0,6,,,,,5.0,workshop,a02,0.02
G12,System_Type_x_Automation_x_Stations,workshop_a02_5,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,5.0,workshop,a02,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a02_5,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,5.0,workshop,a02,0.51
G12,System_Type_x_Automation_x_Stations,workshop_a04_4,df_process,IND01,0.08,0.05,0.0,0.2,2625.0,6,,,,,4.0,workshop,a04,0.26
G12,System_Type_x_Automation_x_Stations,workshop_a04_4,df_resource,IND02,24.75,6.81,17.0,37.14,24.0,6,,,,,4.0,workshop,a04,0.24
G12,System_Type_x_Automation_x_Stations,workshop_a04_4,df_process,IND03,10.45,6.29,0.11,25.85,2625.0,6,,,,,4.0,workshop,a04,0.24
G12,System_Type_x_Automation_x_Stations,workshop_a04_4,df_product,IND04,309.57,101.03,147.0,645.0,240.0,6,,,,,4.0,workshop,a04,0.01
G12,System_Type_x_Automation_x_Stations,workshop_a04_4,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,4.0,workshop,a04,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a04_4,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,4.0,workshop,a04,0.51
G12,System_Type_x_Automation_x_Stations,workshop_a04_5,df_process,IND01,0.08,0.05,0.0,0.2,2625.0,6,,,,,5.0,workshop,a04,0.26
G12,System_Type_x_Automation_x_Stations,workshop_a04_5,df_resource,IND02,19.8,8.36,8.83,37.14,30.0,6,,,,,5.0,workshop,a04,0.11
G12,System_Type_x_Automation_x_Stations,workshop_a04_5,df_process,IND03,10.45,6.29,0.11,25.85,2625.0,6,,,,,5.0,workshop,a04,0.24
G12,System_Type_x_Automation_x_Stations,workshop_a04_5,df_product,IND04,303.81,91.47,144.0,532.0,240.0,6,,,,,5.0,workshop,a04,0.01
G12,System_Type_x_Automation_x_Stations,workshop_a04_5,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,5.0,workshop,a04,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a04_5,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,5.0,workshop,a04,0.51
G12,System_Type_x_Automation_x_Stations,workshop_a06_4,df_process,IND01,0.07,0.04,0.0,0.13,2625.0,6,,,,,4.0,workshop,a06,0.11
G12,System_Type_x_Automation_x_Stations,workshop_a06_4,df_resource,IND02,23.16,5.68,16.62,33.55,24.0,6,,,,,4.0,workshop,a06,0.2
G12,System_Type_x_Automation_x_Stations,workshop_a06_4,df_process,IND03,9.78,5.16,0.11,17.82,2625.0,6,,,,,4.0,workshop,a06,0.09
G12,System_Type_x_Automation_x_Stations,workshop_a06_4,df_product,IND04,304.5,97.61,147.0,625.0,240.0,6,,,,,4.0,workshop,a06,0.01
G12,System_Type_x_Automation_x_Stations,workshop_a06_4,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,4.0,workshop,a06,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a06_4,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,4.0,workshop,a06,0.51
G12,System_Type_x_Automation_x_Stations,workshop_a06_5,df_process,IND01,0.07,0.04,0.0,0.13,2625.0,6,,,,,5.0,workshop,a06,0.11
G12,System_Type_x_Automation_x_Stations,workshop_a06_5,df_resource,IND02,18.53,7.45,8.45,33.55,30.0,6,,,,,5.0,workshop,a06,0.07
G12,System_Type_x_Automation_x_Stations,workshop_a06_5,df_process,IND03,9.78,5.16,0.11,17.82,2625.0,6,,,,,5.0,workshop,a06,0.09
G12,System_Type_x_Automation_x_Stations,workshop_a06_5,df_product,IND04,299.56,89.08,144.0,525.0,240.0,6,,,,,5.0,workshop,a06,0.01
G12,System_Type_x_Automation_x_Stations,workshop_a06_5,df_process,IND05,1971.57,1651.17,0.0,9565.0,2625.0,6,,,,,5.0,workshop,a06,0.44
G12,System_Type_x_Automation_x_Stations,workshop_a06_5,df_process,IND06,73.75,86.3,0.0,336.0,2625.0,6,,,,,5.0,workshop,a06,0.51
